"Referencia";"Nombre jurídico";"Nombre";"CifNif";"Teléfono 1";"Teléfono 2";"Fax";"Email";"Dirección";"Localidad";"Provincia";"Código postal";"País";"Latitud";"Longitud";"Página web";"Familia";"Observaciones";"Forma de pago";"Vencimiento";"Día de pago";"Ajuste de pago";"Descuento";"Tarifa";"Agente";"Facturar a";"Moneda";"Impuesto primario";"Impuesto secundario";"Impuesto sobre el total";"Nombre cuenta bancaria";"Cuenta bancaria";"BIC/SWIFT";"Descripción cuenta bancaria"
"CLI00001";"NEC RENOVABLES, S.L.";"";"B90126079";"";"";"";"";"Calle las Fuentezuelas nº 1, 1ª Planta, Oficina 4";"Sevilla";"Sevilla";"Sevilla";"ES";"";"";"";"";"";"";"";"-1";"No definido";"0.0";"";"";"";"EUR ? - Euro";"Sí";"No";"No";"";"";"";""
